1	11873	14409	DDX11L1
1	14361	29370	WASH7P
1	69090	70008	OR4F5
1	562759	564389	LOC101928626
1	567704	567793	MIR6723
1	700244	714068	LOC100288069
1	752750	755214	FAM87B
1	761585	762902	LINC00115
1	762970	794826	LINC01128
1	803450	812182	FAM41C
1	852197	855072	LOC100130417
1	861120	879961	SAMD11
1	879582	894679	NOC2L
1	895966	901099	KLHL17
1	901876	910484	PLEKHN1
1	910578	917497	PERM1
1	934341	935552	HES4
1	948846	949919	ISG15
1	955502	991499	AGRN
1	1007125	1009687	RNF223
1	1017197	1051736	C1orf159
1	1072396	1079434	LINC01342
1	1102483	1102578	MIR200B
1	1103242	1103332	MIR200A
1	1104384	1104467	MIR429
1	1109285	1133313	TTLL10
1	1138887	1142089	TNFRSF18
1	1146705	1149548	TNFRSF4
1	1152287	1167447	SDF4
1	1167628	1170420	B3GALT6
1	1177825	1182102	FAM132A
1	1189291	1209234	UBE2J2
1	1215815	1227409	SCNN1D
1	1227763	1243269	ACAP3
1	1231489	1231550	MIR6726
1	1243993	1247057	PUSL1
1	1246964	1260067	CPSF3L
1	1247881	1247946	MIR6727
1	1260142	1264276	CPTP
1	1266725	1269844	TAS1R3
1	1270657	1284492	DVL1
1	1275029	1275088	MIR6808
1	1288068	1298921	MXRA8
1	1309109	1310818	AURKAIP1
1	1321090	1334718	CCNL2
1	1334909	1337426	LOC148413
1	1337275	1342693	MRPL20
1	1353799	1356824	ANKRD65
1	1361507	1363167	TMEM88B
1	1365536	1369953	LOC102724312
1	1370902	1378262	VWA1
1	1385068	1405538	ATAD3C
1	1407163	1431582	ATAD3B
1	1447522	1470067	ATAD3A
1	1470157	1475740	TMEM240
1	1477052	1510262	SSU72
1	1533387	1535476	C1orf233
1	1550794	1565990	MIB2
1	1567559	1570030	MMP23B
1	1568158	1633247	MMP23A
1	1570602	1655859	CDK11B
1	1592938	1624243	SLC35E2B
1	1634169	1655791	CDK11A
1	1656276	1677438	SLC35E2
1	1682670	1711508	NADK
1	1716723	1822556	GNB1
1	1846265	1848733	CALML6
1	1849028	1850740	TMEM52
1	1884751	1935276	CFAP74
1	1950767	1962192	GABRD
1	1981908	2116834	PRKCZ
1	2115898	2144159	C1orf86
1	2160133	2241652	SKI
1	2252691	2323190	MORN1
1	2281852	2284100	LOC100129534
1	2323213	2336885	RER1
1	2336240	2344010	PEX10
1	2407753	2436964	PLCH2
1	2439974	2458035	PANK4
1	2460183	2461684	HES5
1	2481358	2488450	LOC115110
1	2487803	2497061	TNFRSF14
1	2497973	2515973	LOC100996583
1	2517898	2522908	FAM213B
1	2522080	2564481	MMEL1
1	2572806	2706230	TTC34
1	2938045	2939467	ACTRT2
1	2976180	2984289	LINC00982
1	2985741	3355185	PRDM16
1	3044538	3044599	MIR4251
1	3371146	3397677	ARHGEF16
1	3404505	3528059	MEGF6
1	3477259	3477354	MIR551A
1	3541555	3546694	TPRG1L
1	3547330	3566671	WRAP73
1	3569128	3663937	TP73
1	3652547	3663937	TP73-AS1
1	3668964	3688209	CCDC27
1	3689324	3692546	SMIM1
1	3696783	3713068	LRRC47
1	3728644	3773797	CEP104
1	3773830	3801993	DFFB
1	3805696	3816857	C1orf174
1	3816967	3832011	LINC01134
1	4000671	4012643	LINC01346
1	4472110	4484744	LOC284661
1	4715104	4843851	AJAP1
1	5624130	5624203	MIR4417
1	5922731	5922801	MIR4689
1	5922867	6052533	NPHP4
1	6052357	6161253	KCNAB2
1	6161846	6240194	CHD5
1	6245079	6259679	RPL22
1	6264899	6265840	LOC102724450
1	6266188	6281359	RNF207
1	6281252	6296044	ICMT
1	6296299	6299502	LINC00337
1	6304251	6305638	HES3
1	6307405	6321035	GPR153
1	6324331	6453826	ACOT7
1	6475293	6479979	HES2
1	6484847	6521004	ESPN
1	6489893	6489956	MIR4252
1	6521213	6526255	TNFRSF25
1	6526151	6580121	PLEKHG5
1	6581406	6614658	NOL9
1	6615337	6639817	TAS1R1
1	6640050	6649340	ZBTB48
1	6650783	6662929	KLHL21
1	6673755	6684093	PHF13
1	6684924	6695646	THAP3
1	6694227	6761966	DNAJC11
1	6784804	6790072	LOC100505887
1	6845383	7829766	CAMTA1
1	7831328	7841492	VAMP3
1	7844488	7905240	PER3
1	7907671	7913551	UTS2
1	7975930	8003225	TNFRSF9
1	8021713	8045342	PARK7
1	8071778	8086393	ERRFI1
1	8268731	8275268	LOC102724539
1	8378144	8404227	SLC45A1
1	8412463	8877699	RERE
1	8484704	8495076	LOC102724552
1	8921058	8939943	ENO1
1	8926560	8926649	MIR6728
1	8938893	8939943	ENO1-AS1
1	9005892	9035148	CA6
1	9063358	9086404	SLC2A7
1	9097004	9129887	SLC2A5
1	9164475	9189229	GPR157
1	9211726	9211836	MIR34A
1	9294862	9331394	H6PD
1	9352940	9429590	SPSB1
1	9485152	9489055	LOC100506022
1	9599527	9642831	SLC25A33
1	9648931	9674935	TMEM201
1	9711789	9789172	PIK3CD
1	9712667	9714644	PIK3CD-AS1
1	9732483	9747632	PIK3CD-AS2
1	9789078	9884550	CLSTN1
1	9908333	9970316	CTNNBIP1
1	9989775	10002826	LZIC
1	10002980	10045556	NMNAT1
1	10057254	10076078	RBP7
1	10093040	10241296	UBE4B
1	10270763	10441661	KIF1B
1	10459084	10480201	PGD
1	10490158	10512060	APITD1
1	10490158	10512060	APITD1-CORT
1	10490158	10512060	CORT
1	10520602	10532613	DFFA
1	10535002	10690815	PEX14
1	10696665	10856733	CASZ1
1	11006529	11042094	C1orf127
1	11072678	11085549	TARDBP
1	11086579	11107296	MASP2
1	11114648	11120091	SRM
1	11126675	11159938	EXOSC10
1	11166587	11322608	MTOR
1	11203954	11209595	MTOR-AS1
1	11249345	11256038	ANGPTL7
1	11333254	11348491	UBIAD1
1	11539294	11597640	PTCHD2
1	11669587	11673411	LOC101929181
1	11708417	11714888	FBXO2
1	11714431	11723384	FBXO44
1	11724149	11734409	FBXO6
1	11734536	11751678	MAD2L2
1	11751780	11780336	DRAXIN
1	11796141	11810828	AGTRAP
1	11822249	11849642	C1orf167
1	11837133	11839676	LOC102724659
1	11845786	11866160	MTHFR
1	11866152	11903201	CLCN6
1	11900375	11907673	NPPA-AS1
1	11900375	11907840	NPPA
1	11917520	11918992	NPPB
1	11979644	11986485	KIAA2013
1	11994723	12035599	PLOD1
1	12040237	12073572	MFN2
1	12079298	12092106	MIIP
1	12089214	12089279	MIR6729
1	12123433	12204264	TNFRSF8
1	12226999	12227095	MIR7846
1	12227059	12269277	TNFRSF1B
1	12251769	12251830	MIR4632
1	12290112	12572098	VPS13D
1	12627938	12677737	DHRS3
1	12638984	12639051	MIR6730
1	12704565	12727097	AADACL4
1	12776117	12788726	AADACL3
1	12806133	12821102	C1orf158
1	12834990	12838048	PRAMEF12
1	12851545	12856777	PRAMEF1
1	12884617	12891264	PRAMEF11
1	12907229	12908157	HNRNPCL4
1	12907229	12908235	HNRNPCL3
1	12907260	12908578	HNRNPCL1
1	12916940	12921764	PRAMEF2
1	12939032	12946025	PRAMEF4
1	12976466	13611533	PRAMEF7
1	12976466	13611533	PRAMEF8
1	12998301	13368936	PRAMEF6
1	12998504	13002353	PRAMEF9
1	12998504	13648656	LOC101929983
1	13035498	13698405	LOC391003
1	13035542	13331671	PRAMEF22
1	13108513	13369057	PRAMEF5
1	13161985	13199727	LOC645354
1	13161985	13199727	LOC649324
1	13182959	13184326	HNRNPCL2
1	13409127	13635299	PRAMEF10
1	13409134	13635299	LOC645382
1	13421175	13648987	PRAMEF15
1	13447413	13673511	LOC400736
1	13447413	13673511	PRAMEF14
1	13474052	13698405	PRAMEF19
1	13495253	13498259	PRAMEF16
1	13495257	13719089	PRAMEF17
1	13516065	13747803	PRAMEF20
1	13801444	13840242	LRRC38
1	13910251	13944452	PDPN
1	14026734	14151574	PRDM2
1	14925212	15444544	KAZN
1	15438310	15478960	TMEM51-AS1
1	15438310	15546974	TMEM51
1	15490691	15498120	C1orf195
1	15573767	15724622	FHAD1
1	15736390	15756839	EFHD2
1	15764937	15773153	CTRC
1	15783222	15798586	CELA2A
1	15802595	15817895	CELA2B
1	15817895	15851285	CASP9
1	15853307	15898228	DNAJC16
1	15898193	15911605	AGMAT
1	15943952	15987552	DDI2
1	15986363	15988217	RSC1A1
1	16010826	16061264	PLEKHM2
1	16062808	16067884	SLC25A34
1	16068986	16074292	TMEM82
1	16085254	16113084	FBLIM1
1	16133656	16134194	UQCRHL
1	16160709	16174642	FLJ37453
1	16174358	16266950	SPEN
1	16268363	16302627	ZBTB17
1	16330730	16333184	C1orf64
1	16340522	16345285	HSPB7
1	16348485	16360545	CLCNKA
1	16370230	16383821	CLCNKB
1	16384263	16400127	FAM131C
1	16450831	16482582	EPHA2
1	16524598	16539104	ARHGEF19
1	16558181	16563659	RSG1
1	16576558	16678948	FBXO42
1	16693524	16724643	SZRD1
1	16725137	16763919	SPATA21
1	16767166	16786584	NECAP2
1	16793930	16819196	CROCCP3
1	16875408	17185516	MIR3675
1	16888921	16940100	NBPF1
1	16944750	16957401	CROCCP2
1	16972068	16976915	MST1P2
1	16999497	17060956	FAM231A
1	17017712	17046652	ESPNP
1	17081128	17090975	MST1L
1	17248444	17299474	CROCC
1	17300998	17308081	MFAP2
1	17312452	17338467	ATP13A2
1	17345224	17380665	SDHB
1	17393255	17445948	PADI2
1	17531620	17572501	PADI1
1	17575592	17610727	PADI3
1	17634689	17690495	PADI4
1	17698690	17728195	PADI6
1	17733250	17766250	RCC2
1	17866329	18024370	ARHGEF10L
1	18081807	18153558	ACTL8
1	18392150	18400905	LOC101927876
1	18434239	18704977	IGSF21
1	18807423	18812480	KLHDC7A
1	18957499	19075360	PAX7
1	19166092	19186155	TAS1R2
1	19197923	19229293	ALDH4A1
1	19209695	19209769	MIR4695
1	19230773	19282826	IFFO2
1	19400999	19536746	UBR4
1	19542157	19578053	EMC1
1	19578074	19586622	MRTO4
1	19592475	19600568	AKR7L
1	19609056	19615280	AKR7A3
1	19619740	19622230	LOC100506730
1	19629201	19638640	AKR7A2
1	19638739	19658922	PQLC2
1	19665266	19812135	CAPZB
1	19923470	19984949	MINOS1
1	19923470	19984949	MINOS1-NBL1
1	19923470	19984949	NBL1
1	19934300	19935138	RPS14P3
1	19991779	20007459	HTR6
1	20008705	20126410	TMCO4
1	20140521	20141771	RNF186
1	20208887	20239437	OTUD3
1	20246799	20250110	PLA2G2E
1	20301923	20306932	PLA2G2A
1	20396700	20418394	PLA2G5
1	20439142	20446059	PLA2G2D
1	20465822	20476879	PLA2G2F
1	20490483	20501687	PLA2G2C
1	20510735	20512979	UBXN10-AS1
1	20510735	20519942	UBXN10
1	20617411	20681387	VWA5B1
1	20686293	20755287	LINC01141
1	20808883	20812728	CAMK2N1
1	20825940	20834674	MUL1
1	20878931	20881513	FAM43B
1	20915443	20945400	CDA
1	20959947	20978686	PINK1
1	20960171	20960281	MIR6084
1	20969149	20978686	PINK1-AS
1	20978259	20988037	DDOST
1	20990506	21044510	KIF17
1	21046224	21059133	SH2D5
1	21069170	21113181	HP1BP3
1	21132784	21503381	EIF4G3
1	21543739	21672034	ECE1
1	21619782	21626362	LOC100506801
1	21766582	21811393	NBPF3
1	21835857	21904905	ALPL
1	21922707	21995856	RAP1GAP
1	22004791	22109688	USP48
1	22138757	22151714	LDLRAD2
1	22148724	22263790	HSPG2
1	22303417	22315847	CELA3B
1	22328148	22339035	CELA3A
1	22350486	22352541	LOC101928043
1	22351683	22357717	LINC00339
1	22379119	22419436	CDC42
1	22443797	22469519	WNT4
1	22778343	22857650	ZBTB40
1	22890003	22930087	EPHA8
1	22959750	22959859	MIR6127
1	22963117	22966175	C1QA
1	22970117	22974603	C1QC
1	22979681	22988029	C1QB
1	23037330	23241823	EPHB2
1	23046009	23046091	MIR4684
1	23189651	23189719	MIR4253
1	23279535	23291923	LACTBL1
1	23337326	23342343	C1orf234
1	23345940	23410184	KDM1A
1	23370797	23370865	MIR3115
1	23410515	23495351	LUZP1
1	23518387	23521222	HTR1D
1	23607801	23612011	LINC01355
1	23631180	23670857	HNRNPR
1	23685940	23698330	ZNF436
1	23695463	23698330	ZNF436-AS1
1	23707554	23751261	TCEA3
1	23755055	23810750	ASAP3
1	23832919	23857712	E2F2
1	23848421	23854911	LOC101928163
1	23884420	23886285	ID3
1	23953823	23967056	MDS2
1	24018268	24022915	RPL11
1	24069855	24104787	TCEB3
1	24086871	24104787	TCEB3-AS1
1	24104875	24114722	PITHD1
1	24117645	24122029	LYPLA2
1	24122088	24127294	GALE
1	24128366	24151949	HMGCL
1	24171571	24194859	FUCA1
1	24200459	24239817	CNR2
1	24255559	24255637	MIR378F
1	24286300	24289949	PNRC2
1	24290836	24306953	SRSF10
1	24382530	24438665	MYOM3
1	24446260	24469775	IL22RA1
1	24480646	24513765	IFNLR1
1	24526729	24538180	LOC284632
1	24645811	24690970	GRHL3
1	24683488	24741587	STPG1
1	24742244	24799473	NIPAL3
1	24822822	24828850	RCAN3AS
1	24828840	24863510	RCAN3
1	24865763	24882515	LOC100506985
1	24882566	24935818	NCMAP
1	24969593	24999772	SRRM1
1	25071759	25170815	CLIC4
1	25226001	25291501	RUNX3
1	25245835	25245907	MIR6731
1	25548766	25559013	SYF2
1	25568739	25573985	RSRP1
1	25598976	25656936	RHD
1	25664788	25688852	TMEM50A
1	25688739	25747363	RHCE
1	25757348	25826698	TMEM57
1	25870075	25895377	LDLRAP1
1	25943958	26112698	MAN1C1
1	26126666	26144713	SEPN1
1	26146396	26159433	MTFR1L
1	26146444	26150097	LOC646471
1	26158403	26185949	AUNIP
1	26187974	26197744	PAQR7
1	26210676	26233368	STMN1
1	26232852	26232945	MIR3917
1	26286257	26324648	PAFAH2
1	26348270	26362954	EXTL1
1	26364513	26372604	SLC30A2
1	26377795	26394125	TRIM63
1	26437655	26452039	PDIK1L
1	26485510	26489119	FAM110D
1	26496387	26497364	ZNF593
1	26503980	26516376	CNKSR1
1	26517118	26529033	CATSPER4
1	26551810	26556331	LOC101928303
1	26560643	26605529	CEP85
1	26606212	26608013	SH3BGRL3
1	26608772	26644756	UBXN11
1	26644410	26647014	CD52
1	26648349	26680621	AIM1L
1	26688124	26699266	ZNF683
1	26737268	26756219	LIN28A
1	26758772	26797795	DHDDS
1	26789247	26794028	LOC101928324
1	26798901	26803133	HMGN2
1	26856248	26901520	RPS6KA1
1	26881032	26881084	MIR1976
1	27022521	27108601	ARID1A
1	27114453	27124894	PIGV
1	27153200	27182211	ZDHHC18
1	27189632	27190947	SFN
1	27205872	27216869	GPN2
1	27216978	27226962	GPATCH3
1	27237974	27240567	NR0B2
1	27248212	27273362	NUDC
1	27276046	27286901	KDF1
1	27320194	27327377	TRNP1
1	27331510	27339333	FAM46B
1	27425299	27481621	SLC9A1
1	27561006	27635124	WDTC1
1	27648635	27662891	TMEM222
1	27650364	27653016	LOC644961
1	27668482	27680423	SYTL1
1	27681669	27693357	MAP3K6
1	27695600	27701315	FCN3
1	27705589	27709823	CD164L2
1	27719147	27722317	GPR3
1	27730733	27816678	WASF2
1	27860755	27930005	AHDC1
1	27938800	27961727	FGR
1	27992571	27998724	IFI6
1	28052489	28089423	FAM76A
1	28099693	28150963	STX12
1	28157251	28178183	PPP1R8
1	28160911	28161077	SCARNA1
1	28199053	28213196	THEMIS2
1	28218035	28241308	RPA2
1	28261503	28285663	SMPDL3B
1	28286503	28294604	XKR8
1	28296854	28415148	EYA3
1	28473676	28520447	PTAFR
1	28526789	28559542	DNAJC8
1	28562601	28564616	ATPIF1
1	28585962	28609002	SESN2
1	28655512	28662478	MED18
1	28696092	28826881	PHACTR4
1	28832454	28837404	SNHG3
1	28832454	28865708	RCC1
1	28879528	28905057	TRNAU1AP
1	28905049	28908366	SNHG12
1	28905254	28905334	SNORD99
1	28906275	28906405	SNORA61
1	28906892	28907024	SNORA44
1	28907431	28907565	SNORA16A
1	28918711	28921088	RAB42
1	28929608	28969604	TAF12
1	28975111	28975246	RNU11
1	28995239	29042115	GMEB1
1	29063132	29096287	YTHDF2
1	29138653	29190208	OPRD1
1	29213602	29446558	EPB41
1	29445936	29450421	TMEM200B
1	29474249	29508637	SRSF4
1	29519168	29557470	MECR
1	29563027	29653325	PTPRU
1	29656131	29676626	LOC101928460
1	30486798	30510459	LOC101929406
1	31184123	31199593	MATN1
1	31191618	31199593	MATN1-AS1
1	31205314	31230683	LAPTM5
1	31212002	31212079	MIR4420
1	31342312	31381480	SDC3
1	31404352	31538564	PUM1
1	31408535	31422052	SNORD103A
1	31408535	31422052	SNORD103B
1	31441009	31441084	SNORD85
1	31652591	31712734	NKAIN1
1	31732414	31769644	SNRNP40
1	31769828	31837800	ZCCHC17
1	31838099	31845923	FABP3
1	31882411	31907527	SERINC2
1	31971838	31974167	LINC01225
1	31984035	31989846	LINC01226
1	32042085	32053287	TINAGL1
1	32083300	32092919	HCRTR1
1	32095462	32110838	PEF1
1	32117847	32169768	COL16A1
1	32192705	32229664	BAI2
1	32224260	32224336	MIR4254
1	32256022	32281652	SPOCD1
1	32372021	32403988	PTP4A2
1	32479294	32526460	KHDRBS1
1	32538502	32568467	TMEM39B
1	32573643	32642168	KPNA6
1	32645344	32663886	TXLNA
1	32665986	32670991	CCDC28B
1	32671235	32674288	IQCC
1	32674694	32681797	DCDC2B
1	32681797	32687926	TMEM234
1	32687970	32697205	EIF3I
1	32697260	32707311	MTMR9LP
1	32712817	32714461	FAM167B
1	32716839	32751768	LCK
1	32757707	32799224	HDAC1
1	32799429	32801840	MARCKSL1
1	32826870	32827844	FAM229A
1	32827861	32829924	TSSK3
1	32830233	32860062	BSDC1
1	32930657	32953459	ZBTB8B
1	33004745	33071551	ZBTB8A
1	33087306	33116185	ZBTB8OS
1	33116748	33151812	RBBP4
1	33145506	33168361	SYNC
1	33207511	33240571	KIAA1522
1	33240839	33283633	YARS
1	33283042	33324480	S100PBP
1	33327868	33338093	FNDC5
1	33352097	33360247	HPCA
1	33360195	33366953	TMEM54
1	33402046	33430414	RNF19B
1	33473540	33502512	AK2
1	33546713	33586132	AZIN2
1	33611002	33647671	TRIM62
1	33722173	33766320	ZNF362
1	33772366	33786699	A3GALT2
1	33789223	33841194	PHC2
1	33797993	33798093	MIR3605
1	33815952	33828846	LOC101929464
1	33938231	33961995	ZSCAN20
1	33979598	34631443	CSMD2
1	34326075	34330392	HMGB4
1	34334556	34351059	CSMD2-AS1
1	34632483	34684731	C1orf94
1	35220647	35224113	GJB5
1	35225341	35229325	GJB4
1	35246789	35251967	GJB3
1	35258598	35261348	GJA4
1	35315962	35325417	SMIM12
1	35331036	35395186	DLGAP3
1	35441299	35444307	LOC653160
1	35447126	35450948	ZMYM6NB
1	35451766	35497569	ZMYM6
1	35525386	35581459	ZMYM1
1	35649200	35658743	SFPQ
1	35734567	35887545	ZMYM4
1	35899090	36023037	KIAA0319L
1	36023392	36032380	NCDN
1	36038970	36060927	TFAP2E
1	36065142	36107445	PSMB2
1	36179476	36184790	C1orf216
1	36197712	36235551	CLSPN
1	36273827	36323490	AGO4
1	36348809	36389899	AGO1
1	36396682	36522063	AGO3
1	36549675	36553876	TEKT2
1	36554452	36559533	ADPRHL2
1	36560836	36590685	COL8A2
1	36602169	36621654	TRAPPC3
1	36621565	36646451	MAP7D1
1	36690016	36770957	THRAP3
1	36771993	36786948	SH3D21
1	36787631	36789755	EVA1B
1	36805219	36851528	STK40
1	36859030	36863493	LSM10
1	36883506	36916086	OSCP1
1	36921361	36930040	MRPS15
1	36931643	36948915	CSF3R
1	37261127	37499844	GRIK3
1	37627163	37627235	MIR4255
1	37920479	37940044	LINC01137
1	37940118	37949978	ZC3H12A
1	37945830	37945890	MIR6732
1	37955560	37980420	MEAF6
1	37966535	37966595	MIR5581
1	38000049	38019945	SNIP1
1	38022519	38032458	DNALI1
1	38032412	38061586	GNL2
1	38076950	38100595	RSPO1
1	38147241	38156192	C1orf109
1	38158072	38175391	CDCA8
1	38181645	38230824	EPHA10
1	38259773	38267278	MANEAL
1	38268613	38273865	YRDC
1	38273472	38275126	C1orf122
1	38275238	38325292	MTF1
1	38326368	38412729	INPP5B
1	38422651	38455761	SF3A3
1	38462441	38471187	FHL3
1	38478383	38490497	UTP11L
1	38509522	38512450	POU3F1
1	38554902	38555001	MIR3659
1	38674705	38680439	LINC01343
1	39303868	39325495	RRAGC
1	39328161	39347298	GJA9
1	39328161	39347298	GJA9-MYCBP
1	39328161	39347298	MYCBP
1	39351478	39407456	RHBDL2
1	39456915	39471737	AKIRIN1
1	39491966	39500308	NDUFS5
1	39549838	39952810	MACF1
1	39875175	39882154	KIAA0754
1	39957317	39995541	BMP8A
1	39987951	40025370	PPIEL
1	40026484	40042521	PABPC4
1	40030741	40038875	LOC101929516
1	40033045	40033182	SNORA55
1	40089102	40105348	HEYL
1	40124792	40137710	NT5C1A
1	40144319	40157382	HPCAL4
1	40204516	40229586	PPIE
1	40223902	40254533	BMP8B
1	40235196	40237020	OXCT2
1	40306705	40349177	TRIT1
1	40361095	40367687	MYCL
1	40420783	40435640	MFSD2A
1	40506254	40538321	CAP1
1	40538381	40563142	PPT1
1	40627040	40706593	RLF
1	40713572	40717365	TMCO2
1	40723721	40759856	ZMPSTE24
1	40766162	40782939	COL9A2
1	40839377	40888998	SMAP2
1	40916336	40929390	ZFP69B
1	40943301	40962015	ZFP69
1	40974432	40982214	EXO5
1	40997232	41013841	ZNF684
1	41086351	41131324	RIMS3
1	41154751	41157933	NFYC-AS1
1	41154751	41237275	NFYC
1	41220026	41220118	MIR30E
1	41222955	41223044	MIR30C1
1	41249683	41306124	KCNQ4
1	41326727	41328018	CITED4
1	41444970	41478237	CTPS1
1	41480261	41509562	SLFNL1
1	41480261	41509562	SLFNL1-AS1
1	41492870	41707815	SCMH1
1	41827602	41849263	FOXO6
1	41944445	41950354	EDN2
1	41972035	42501596	HIVEP3
1	42619091	42621495	GUCA2B
1	42628361	42630395	GUCA2A
1	42642209	42801548	FOXJ3
1	42846467	42889900	RIMKLA
1	42896000	42921938	ZMYND12
1	42922011	42939049	PPCS
1	43000559	43120335	CCDC30
1	43124047	43142429	PPIH
1	43148065	43168020	YBX1
1	43198763	43205925	CLDN19
1	43212005	43232755	LEPRE1
1	43232915	43241413	C1orf50
1	43253660	43263901	LOC100129924
1	43272722	43283059	CCDC23
1	43282775	43310660	ERMAP
1	43312243	43318146	ZNF691
1	43323292	43354463	LOC339539
1	43391045	43449029	SLC2A1
1	43424719	43449029	SLC2A1-AS1
1	43613593	43622067	FAM183A
1	43629844	43638241	EBNA1BP2
1	43637322	43637383	MIR6733
1	43638000	43720029	CFAP57
1	43735664	43739673	TMEM125
1	43747556	43751288	C1orf210
1	43766565	43788781	TIE1
1	43803474	43820135	MPL
1	43824625	43828873	CDC20
1	43829067	43833745	ELOVL1
1	43830318	43830386	MIR6734
1	43849578	43855483	MED8
1	43855555	43919918	SZT2
1	43914209	43914282	MIR6735
1	43916673	43919660	HYI
1	43996546	44089343	PTPRF
1	44115796	44173012	KDM4A
1	44165408	44173012	KDM4A-AS1
1	44173203	44396837	ST3GAL3
1	44175075	44193014	LOC101929592
1	44304293	44304355	MIR6079
1	44398991	44402912	ARTN
1	44412477	44433694	IPO13
1	44435652	44439043	DPH2
1	44440319	44443972	ATP6V0B
1	44444873	44456843	B4GALT2
1	44457279	44462198	CCDC24
1	44462154	44497164	SLC6A9
1	44584521	44600809	KLF17
1	44679124	44686351	DMAP1
1	44686741	44820951	ERI3
1	44688266	44709955	ERI3-IT1
1	44870959	45117396	RNF220
1	45011164	45011224	MIR5584
1	45118918	45140280	TMEM53
1	45140393	45191263	C1orf228
1	45205489	45233438	KIF2C
1	45241245	45244412	RPS8
1	45241536	45241610	SNORD55
1	45242163	45242261	SNORD46
1	45243513	45243584	SNORD38A
1	45244061	45244130	SNORD38B
1	45249256	45253426	BEST4
1	45266035	45271667	PLK3
1	45271585	45272957	TCTEX1D4
1	45274153	45279801	BTBD19
1	45285515	45308616	PTCH2
1	45316193	45452394	EIF2B3
1	45468219	45477027	HECTD3
1	45477804	45481341	UROD
1	45482075	45672250	ZSWIM5
1	45769581	45771291	LINC01144
1	45792544	45794346	HPDL
1	45794913	45806142	MUTYH
1	45805341	45809650	TOE1
1	45809554	45956840	TESK2
1	45959597	45965751	CCDC163P
1	45965855	45976739	MMACHC
1	45976706	45988562	PRDX1
1	46016454	46035723	AKR1A1
1	46049659	46084578	NASP
1	46085715	46089731	CCDC17
1	46092975	46152302	GPBP1L1
1	46111451	46112357	RPS15AP10
1	46153846	46160108	TMEM69
1	46159997	46216485	IPP
1	46269284	46501796	MAST2
1	46505811	46598708	PIK3R3
1	46599042	46604752	LOC101929626
1	46640748	46651634	TSPAN1
1	46654352	46685977	POMGNT1
1	46669005	46686928	LURAP1
1	46713366	46744145	RAD54L
1	46744071	46769038	LRRC41
1	46769284	46782449	UQCRH
1	46805848	46830824	NSUN4
1	46859938	46879520	FAAH
1	46899498	46911374	FAAHP1
1	46912344	46915376	LINC01398
1	46972667	46979886	DMBX1
1	47004367	47035927	MKNK1-AS1
1	47004367	47069966	MKNK1
1	47011315	47016887	KNCN
1	47073386	47082563	MOB3C
1	47100710	47134099	ATPAF1
1	47137504	47139256	TEX38
1	47139707	47157769	EFCAB14-AS1
1	47139707	47184736	EFCAB14
1	47264669	47285021	CYP4B1
1	47308766	47366147	CYP4Z2P
1	47394845	47407156	CYP4A11
1	47489239	47516423	CYP4X1
1	47533159	47583992	CYP4Z1
1	47603106	47614526	CYP4A22
1	47644921	47646011	LINC00853
1	47649260	47655771	PDZK1IP1
1	47681961	47698007	TAL1
1	47715810	47779819	STIL
1	47799468	47844511	CMPK1
1	47846467	47902989	LINC01389
1	47881743	47883724	FOXE3
1	47897806	47900313	FOXD2-AS1
1	47897806	47906363	FOXD2
1	48226199	48462562	TRABD2B
1	48567386	48648100	SKINTL
1	48688356	48714316	SLC5A9
1	48761043	48937880	SPATA6
